Patch_ID,Parcel_ID,Parcel_Size,GLCM_Contrast,GLCM_Dissimilarity,GLCM_Homogeneity,GLCM_Energy,GLCM_Correlation,GLCM_ASM
10000,10000_5391193,56,3146.2469583987545,33.826040031397284,0.3520054953060678,0.34136900084772953,0.4388672033641474,0.12068756715643726
10000,10000_5391203,48,3506.502213064722,35.638888888888985,0.3350991240057284,0.30299309934964325,0.45156109023074564,0.09530380011006166
10000,10000_5391480,146,2311.0160943223477,25.260462454212547,0.429662769004371,0.3968954468542956,0.7576028938472499,0.15852901534134478
10000,10000_5391481,222,2026.4899470899509,21.753745474798187,0.2216731078547878,0.13757719660690365,0.595654321856607,0.0198812470866279
10000,10000_5391486,150,2679.3602662655976,28.14134915329772,0.21772204121539973,0.15024330431970948,0.5282788648736829,0.023578311335054412
10000,10000_5391487,101,2611.3333916900174,29.825046685340922,0.23533574926994583,0.1894496068769464,0.6191732171969256,0.03673953922527646
10000,10000_5391491,101,2578.027430555559,25.886896929824587,0.377764107046113,0.32964989025726044,0.7383874591795782,0.110348050969476
10000,10000_5391582,52,4228.769543650803,40.161607142857235,0.21823330429462093,0.18517171478240158,0.47150541408875646,0.036293501196775296
10000,10000_5404595,148,2197.490625000005,23.407429029304147,0.2993476013635339,0.21111546830408234,0.6206446169319514,0.045811110178169204
10000,10000_5404600,38,3249.399772727275,40.32250000000004,0.095008986257407,0.14762829050294732,0.08400558712946558,0.02566273243801657
10000,10000_5404609,62,3082.6965124591525,28.14739072712421,0.5209819292285478,0.4973979692034465,0.6657290305738841,0.24885993431815223
10000,10000_5404614,59,2709.3996753246774,30.53841991341995,0.1655714073902536,0.1472658674688309,0.3622022209180608,0.022724678369970722
10000,10000_5404681,83,2376.5256250000098,27.51423611111123,0.36098621212112825,0.33211549002147633,0.5804330407785989,0.11250963756001382
10000,10000_5404707,65,1577.1055253623178,24.61141304347824,0.12182150541338277,0.1092569392722526,0.5376654392247346,0.012000273215973512
10000,10000_5404710,47,3582.0491477272762,41.35407196969701,0.10794602490459342,0.13130840445478875,0.44883374768028067,0.017623123995638215
10000,10000_5408261,111,1380.7912361923313,17.82877680311892,0.407554029984871,0.3555079070921996,0.7560687042466829,0.1268376145915529
10000,10000_5412186,218,1720.9630911187965,23.49186010188382,0.24346489250858505,0.18548470526872957,0.6099903315740551,0.03532125842850681
10000,10000_5412190,111,2077.5773729194943,23.63751124606409,0.47476960789258676,0.45584167847985574,0.6954266214380322,0.2085992961990164
10000,10000_5412192,103,1400.5187820512788,18.200192307692284,0.6336412276264403,0.619865471748121,0.6576666971533568,0.38526600098619324
10000,10000_5412193,31,5496.888194444452,48.217361111111174,0.24985988715408425,0.24011557448066825,0.2812008497884713,0.059194637345679174
10000,10000_5412199,70,2755.8378559757302,30.83289565826339,0.4093827504370738,0.3749247793798288,0.5891723412822469,0.14389757298616687
10000,10000_5412205,10,11080.213541666666,89.83854166666666,0.12040572119645883,0.29821258727331484,-0.390691898535404,0.09738498263888888
10000,10000_5412208,41,2770.358641975312,29.258641975308677,0.4180473848540681,0.391847243143105,0.5238123426276413,0.15560087543819576
10000,10000_5412275,104,3353.525365497086,27.491447368421188,0.41577591694417115,0.3682913312540126,0.7016387606618648,0.13672963475941255
10000,10000_5437930,1388,786.2728333757851,15.217121495062958,0.29405724438202707,0.23042283520599424,0.8383949034295924,0.05329138490933648
10000,10000_5437933,483,853.4423676136046,13.070215788435561,0.40040005611903773,0.33775762429902695,0.8624311198803005,0.11422208694072378
10000,10000_5437937,624,817.3647675737029,14.929109977324403,0.373546487179535,0.32668627204401696,0.8427950119883795,0.10693919795283344
