Parcel_ID,Patch_ID,Parcel_Size,Crop_Label,NDVI_Min,NDVI_Max,NDVI_Mean,NDVI_Std,NDVI_Peak_Value,NDVI_Peak_Timestep,NDVI_Slope,EVI_Min,EVI_Max,EVI_Mean,EVI_Std,EVI_Peak_Value,EVI_Peak_Timestep,EVI_Slope,NDVI_Range,EVI_Range,NDVI_CV,EVI_CV
10000_5391193,10000,56,,-0.9307748337189539,0.9999940351797647,-0.04935589013412583,0.4574178188032413,0.9999940351797647,6,-0.008000931445746207,-1.0,2.0,0.24142568116452479,0.6762356851978457,2.0,8,-0.004116051723850043,1.9307688688987186,3.0,-9.267747177442628,2.8010096271693397
10000_5391203,10000,48,,-0.8883875177026344,0.9408325856627341,-0.0065105803576495005,0.43080609449838336,0.9408325856627341,23,0.0031467095858360044,-1.0,1.995088887879442,0.2341356654294602,0.803180215543534,1.995088887879442,8,-0.030673478358500955,1.8292201033653686,2.995088887879442,-66.17025403806811,3.430405101957707
10000_5391480,10000,146,,-0.9762907639831957,0.8975740293585067,0.0894636933313539,0.5364482220865622,0.8975740293585067,39,0.006624469940830017,-1.0,1.9953903653690876,0.597728660833171,0.9361810151507327,1.9953903653690876,8,-0.0418981931077924,1.8738647933417023,2.9953903653690874,5.9962666658194985,1.5662307344999773
10000_5391481,10000,222,,-0.9107742464196347,0.9723798878702977,0.06348749648739728,0.5514521636744392,0.9723798878702977,22,-0.011347204883756765,-1.0,2.0,0.16236438984488297,0.8054758374324448,2.0,8,0.012654048068140487,1.8831541342899323,3.0,8.685994996258144,4.960914080931332
10000_5391486,10000,150,,-0.9253431509522803,0.907898376809178,0.054568182903244444,0.49665100777940474,0.907898376809178,19,-0.011722743769561433,-1.0,1.946659338395071,0.38342777229055663,0.8498529415343955,1.946659338395071,8,-0.01922269145018394,1.8332415277614582,2.946659338395071,9.101474345320963,2.216461562741919
10000_5391487,10000,101,,-0.8465533891946708,0.8839953098314378,0.055359655600782334,0.45711279578735375,0.8839953098314378,24,-0.009760478374009972,-1.0,1.9619568570286197,0.5369510203630014,0.825221458015996,1.9619568570286197,8,-0.021084375263293303,1.7305486990261087,2.9619568570286194,8.257145176485565,1.5368653961947176
10000_5391491,10000,101,,-0.9834683660800771,0.8220105079656865,0.11284172953887071,0.5265517815219976,0.8220105079656865,19,-0.007032889837954037,-1.0,1.9965365446017458,0.49977891526631035,0.9546027313123441,1.9965365446017458,8,-0.044552536798408815,1.8054788740457637,2.996536544601746,4.666285575477288,1.9100499902105277
10000_5391582,10000,52,,-0.6651386952816035,0.9123790033621417,0.09982298349748621,0.35537814936136125,0.9123790033621417,23,-0.005364892146273091,-1.0,2.0,-0.0018076334942639745,0.6705932643418949,2.0,8,0.0033578044585145933,1.5775176986437454,3.0,3.5600830721462042,-370.98060877713147
10000_5404595,10000,148,,-0.9878364062950484,0.8591139629474529,0.02032399165595947,0.5190220758618699,0.8591139629474529,9,-0.0023563037931714536,-1.0,2.0,0.460358194477442,0.9019686886919782,2.0,8,-0.01783878867593454,1.8469503692425013,3.0,25.53739586562573,1.9592757985399947
10000_5404600,10000,38,,-0.9567782836176388,0.8518722707400908,-0.0732815718889124,0.4388362778892537,0.8518722707400908,23,0.011121958556870436,-1.0,2.0,0.27860232859336137,0.6897781782457909,2.0,8,-0.022177908069641348,1.8086505543577296,3.0,-5.988358689113178,2.4758520755009457
10000_5404609,10000,62,,-0.6220971603472558,0.6542008895095458,0.0717056432676929,0.32567841863167124,0.6542008895095458,23,0.004742912489032655,-1.0,1.999077350852996,0.38357546180631413,0.7204120397611804,1.999077350852996,8,0.01587588846566689,1.2762980498568015,2.999077350852996,4.541879249267034,1.8781493935695435
10000_5404614,10000,59,,-0.7816601670384191,0.7189878023349553,-0.01990005684742996,0.4390670818124589,0.7189878023349553,15,-0.004320359006934738,-1.0,2.0,0.06124754317063444,0.671021982291215,2.0,8,-0.007237072693358242,1.5006479693733743,3.0,-22.063620511987054,10.95589860417381
10000_5404681,10000,83,,-0.8135128588456152,0.9663662026144235,-0.04013528638550991,0.43725286402960845,0.9663662026144235,19,-0.00361518279272213,-1.0,1.9622430624233105,0.3110112040787851,0.7093453517780376,1.9622430624233105,8,-0.02521326100309484,1.7798790614600386,2.9622430624233105,-10.894477462411857,2.280770980812116
10000_5404707,10000,65,,-0.8851257346400065,0.9384615384615385,0.04742712879092111,0.49767472909963584,0.9384615384615385,2,-0.01630490983303266,-1.0,1.9947877762919488,0.34522737479053456,0.8100335062314828,1.9947877762919488,24,-0.02682717642800793,1.823587273101545,2.9947877762919486,10.493458846286227,2.346376741587194
10000_5404710,10000,47,,-0.9375017982669304,0.9485702060033164,0.09659116101178093,0.4367084015335697,0.9485702060033164,18,-0.00454948719759539,-1.0,2.0,0.4699609050547442,0.8316759765185194,2.0,8,0.0069219273254752375,1.8860720042702468,3.0,4.5212041324181245,1.7696705191359163
10000_5408261,10000,111,,-0.9296359474547048,0.8378378378378378,-0.0388436810623518,0.5020920680724104,0.8378378378378378,38,-0.005708215156689979,-1.0,2.0,0.1010069695750838,0.6903123498170134,2.0,8,0.0035048753452180848,1.7674737852925426,3.0,-12.925968487027216,6.834303458246348
10000_5412186,10000,218,,-0.8415650883205219,0.9677540368229429,-0.052987561773741386,0.4917739598236833,0.9677540368229429,19,-0.0016849796381174095,-1.0,2.0,0.2114676508091307,0.746730375185558,2.0,8,0.006461919129294187,1.8093191251434648,3.0,-9.280933792215473,3.5311800032608858
10000_5412190,10000,111,,-0.7799910244773725,0.8032648364466684,-0.015506570665560026,0.40228574499055814,0.8032648364466684,30,0.005590037959066568,-1.0,1.9564876023843862,0.35164717187977407,0.7678678717770852,1.9564876023843862,8,-0.028264472519790387,1.5832558609240408,2.956487602384386,-25.942938196735803,2.1836315242805338
10000_5412192,10000,103,,-0.83711016502213,0.7110160193869778,-0.1171684575460864,0.3592437178342141,0.7110160193869778,19,0.0061918505793552795,-1.0,1.995467119026084,0.5110163729182348,0.6311166853354366,1.995467119026084,8,-0.020378913525273042,1.5481261844091079,2.9954671190260838,-3.066044872642962,1.235022411084653
10000_5412193,10000,31,,-0.814474809927903,0.9232057254073126,0.02394148548787175,0.48391817804565,0.9232057254073126,18,0.01334285281654857,-1.0,1.9930596867070645,0.4054055363959961,0.7920769739832308,1.9930596867070645,8,-0.013313463320668897,1.7376805353352156,2.9930596867070642,20.212529258700343,1.9537891896761028
10000_5412199,10000,70,,-0.8187365943757785,0.8482475966624221,-0.01599124527551844,0.4382269900349495,0.8482475966624221,34,0.012986679596393314,-1.0,2.0,0.24722703369143686,0.5936733574837072,2.0,8,-0.008458098204378001,1.6669841910382006,3.0,-27.40419876792427,2.401328546502658
10000_5412205,10000,10,,-1.0,1.0,0.042531592286943594,0.6127841975407761,1.0,22,0.015585998977054316,-1.0,2.0,0.6045245176384052,0.9241005451667025,2.0,8,-0.03304264318732716,2.0,3.0,14.407738354331629,1.528640283259856
10000_5412208,10000,41,,-0.8496467145539536,0.8747455070022156,-0.04788136582079809,0.48012144847640015,0.8747455070022156,34,0.006397284708911984,-1.0,1.983780915355125,0.27298534983358824,0.7133803638357789,1.983780915355125,8,-0.018420055367452975,1.7243922215561693,2.983780915355125,-10.02731523044824,2.6132550268287473
10000_5412275,10000,104,,-0.984088037633784,0.9456217633231745,0.15565056364911187,0.5575173085857589,0.9456217633231745,38,0.00472845126415985,-1.0,2.0,0.152233141351456,0.8587393031415077,2.0,8,-0.006138669605948079,1.9297098009569584,3.0,3.5818519361360543,5.640948082057125
10000_5437930,10000,1388,,-0.6014617958928352,0.7181595585857512,-0.06631488950859248,0.3879578392902527,0.7181595585857512,24,0.0004239081555452648,-0.9978386167146974,1.9971166508609897,0.8375017799574646,0.5932970784409657,1.9971166508609897,8,-0.011318424272023168,1.3196213544785864,2.994955267575687,-5.850238169248044,0.7084129079546186
